 Random numbers seeds for IEVENT=       30000
    10000001      404310           0
  1064944366  1063876034  1061205741  1057464717  1060101090  1060681302  1056976562  1037930768  1055389188  1060302350
  1025329072  1062371210  1047986308  1040669044  1062332794  1033696536  1064288199  1042372804  1065025089  1060438827
  1064726410  1052439992  1062904205  1065155762  1054952184  1058212591  1062308021  1061823501  1038304216   989838848
  1062695738  1060302446  1064981406  1051653552  1062467770  1053017918  1044481560  1051556206  1063310137  1059690220
  1060152921  1060031279  1020542400  1057233114  1043000652  1063489387  1055061272  1052719206  1057690517  1051838914
  1058469102  1059512790  1047222432  1051566678  1064888409  1062600863  1060435926  1048364724  1063126404  1053046802
  1049309898  1051668270  1060043047  1064231982  1060798601  1061699521  1029119600  1057200258  1047583824  1054757536
  1064429963  1049687928  1052857200  1052885330  1047084712  1056816698  1060257143  1048718724  1061783420  1057915214
  1062407944  1057200858  1063263517  1053026122  1050672286  1032925712  1050607028  1061988515  1046573976  1057216003
  1057022840  1062525527  1063277008  1059015610  1052667958  1032471128  1060482972  1053285204          83          19
    50000001       60000           0
  1046014076  1011377984  1049547836  1045229172  1064245175  1052651272  1055758786  1039331248  1052736226  1017464032
  1033595232  1059614194  1018891392  1061865522  1062115870  1062686840  1063725625  1059134783  1062799086   999283072
  1060621992  1045241168  1063203961  1059882396  1064112628  1041978280  1053256986  1064868858  1040485328  1022487232
  1064235779  1030248320  1064095745  1062217010  1026654112  1064108868  1048412188  1040126760  1061403863  1049189310
  1057505826  1064567224  1042543260  1047837196  1061444270  1041219584  1058044483  1064247017  1062824683  1057637545
  1065080067  1023864320  1039275552  1058688495  1050694026  1046964392  1062036845  1060002757  1061947164  1062421437
  1059670723  1061004895  1062956664  1054347566  1056620818  1059976387  1056396872  1054086812  1058603394  1026510528
  1016902944  1056985187  1060249029  1058313117  1060441580  1042740056  1063059163  1045329480  1061817981  1054896058
  1016547808  1055082256  1064911347  1054787024  1048398948  1059999268  1061366294  1052754868  1048702798  1049093394
  1052253172  1061974107  1062254568  1063545791  1051894590  1057700825  1052983456  1023519136          43          76
    90000001   148192002           0
  1058356473  1059444044  1065272104  1044606744  1063806780  1060771094  1058535150  1060088302  1061739870  1040218776
  1047847852  1062818438  1053624014  1047982468  1060543012  1057026965  1036074376  1056915468  1059327272  1053663430
  1064260769  1055179942  1063492383  1042255588  1062717235  1051641006  1062569316  1061677225  1048661740  1041501484
  1060070369  1059761121  1040327448  1064591411  1055875658  1063065914  1052980736  1036750552  1059410706  1060394726
  1057622709  1053092162  1004698624  1063480244  1041243288  1050930762  1050824256  1060440416  1048645610  1055221154
  1025742768  1057021400  1046081864  1059195734  1042205964  1064633282  1033964008  1061698308  1064045177  1054510542
  1059587926  1059629727  1060466618  1063622087  1023761424  1050575680  1062138229  1063228706  1051415402  1059345428
  1061825162  1057345016  1053478256  1059940972  1051197266  1045755008  1062018894  1051850396  1057450373  1006785728
  1046936660  1054713314  1059730218  1063553206  1043282432  1058781936  1049679028  1064532638  1042101920  1061403362
  1064590385  1036390024  1040960880  1057981182  1053015130  1053137590  1058813509  1062089585          39          72
