 Random numbers seeds for IEVENT=       10000
    10000001      356780           0
  1064178275  1026344240  1062334308  1040366544  1033489504  1054306494  1061686833  1035304568  1059351425  1013092352
  1055849418  1061097978  1060175260  1060539284  1058113239  1037348344  1045343164  1050739900  1041057388  1062637633
  1058402847  1060148629  1062078147  1049656520  1042243820  1049529948  1043737112  1061030027  1039964448  1059514199
  1054537560  1057259636  1017932608  1059330057  1059223078  1054163298  1059648528  1059052224  1062404934  1061219232
  1060514495  1046836704  1043412344  1053118328  1059655844  1063454084  1044443296  1062281032  1048328012  1058510327
  1056212498  1051901278  1008708096  1059109570  1056873464  1037676600   988509696  1058627486  1051844896  1060738205
  1065282532  1047205980  1049506870  1061884887  1057093403  1044392888  1046626252  1058176068  1028850112  1041292392
  1064240935  1057672928  1055717400  1015463168  1064350303  1038660536  1035064888  1058004791  1061161239  1063753382
  1057496788  1062240318  1047021364  1059676652  1011154496  1053298120  1064119669  1048387424  1065271410  1059618589
  1029455648  1056957664  1061893200  1058709494  1065202435  1052225936  1060522946  1042047308          83          19
    50000001       20000           0
  1061450718  1060569900  1052483002  1058002631  1026696304  1011615360  1060204472  1062639640  1063127132  1033390840
  1058095013  1062154465  1061578384  1059141492  1010761856  1034424480  1059075338  1057486494  1062674203  1063119269
  1043959936  1036956264  1060607922  1064080345  1060820368  1063366232  1060081497  1063875621  1054536748  1043411232
  1063823529  1057764137  1062880107  1055451888  1060471930  1063208478  1054698028  1062247625  1047719076  1057863967
  1023745504  1060481442  1061367101  1033343992  1051245772  1045285660  1041499688  1059677620  1057711698  1053835614
  1052056734  1065157392  1051278734  1044137440  1057952207  1062125369  1059851801  1047300260  1054516842  1060662462
  1065029677  1054671486  1049859292  1052066374  1049333962  1061276542  1048821914  1065107080  1059150156  1064442708
  1033283504  1050042756  1061941328  1058414446  1061793045  1054102374  1057983619  1043702416  1058774520  1054184644
  1062419673  1058519704  1037985640  1059685080  1053706140  1054427228  1002940928  1059789916  1045276352  1065099923
  1058652517  1062595015  1063288786  1061018774  1041606728  1046323608  1052138078  1052209514          79          15
    90000001    96732479           0
  1061117747  1059683648  1049384148  1050227808  1054997322  1055536622  1058133295  1060421261  1041328404  1041533492
  1054923564  1057591071  1049011790  1058452955  1055561638  1063586725  1062078438  1062197082  1035268320  1040380084
  1052581072  1016283392  1064135911  1051551262  1044756380  1048983508  1057794084  1049448468  1060445031  1052220052
  1058346127  1064296282  1039281280  1042508724  1059939718  1057777990  1058958330  1040635684  1044390684  1062088539
  1059355050  1054802606  1065247645  1060587226  1064219590  1041581912  1057444352  1052997098  1056128610  1028275824
  1058888763  1041368200  1059309154  1044584928  1058660506  1061991637  1056316838  1053420840  1044493912  1031996288
  1057845678  1063080039  1060934838  1052143424  1054275378  1037397872  1058467185  1056917480  1050710156  1032952592
  1051530302  1058242395   996390400  1062479826  1064528988  1064640981  1055700788  1057113827  1060871876  1064269074
  1061368497  1032689832  1043814172  1057677970  1053051044  1049473034  1055972524  1024761024  1056781232  1059244381
  1040969784  1062689732  1064573376  1057736957  1058961353  1058022692  1057395537  1063565235          92          28
