 Random numbers seeds for IEVENT=        1000
    10000001       36966           0
  1061756897  1042454400  1059235294  1041867204  1021983488  1062282830  1047795168  1060904017  1063865548  1037021152
  1063333766  1042229400   984244224  1057944884  1059476368  1057425352  1041051384  1058589183  1051701484  1065005609
  1045032344  1061753227  1051774484  1062844307  1056701902  1064783578  1055516134  1061639936  1055410546  1058666299
  1040059832  1059398002  1059535096  1032928920  1034964736  1048062904  1059424428  1046506332  1061730283  1060952720
  1045290628   983204352  1060967239  1065291690  1047801828  1045113116  1057485459  1060578427  1047301772  1044866924
  1037679224  1064254008  1039378952  1048382216  1050450042  1050848082  1047826044  1048665066  1043367180  1060562141
  1064038838  1026392720  1062601040  1036239272  1053208544  1064083095  1061188327  1063195178  1054811746  1061263410
  1058033122  1063117792  1050513354  1060411118  1034948152  1057196853  1037658104  1063663944  1058396017  1059333221
  1062278239  1060753597  1040785460  1045177288  1057907096  1061832488  1043081920  1048966532  1053636048  1031978968
  1039157088  1062796180  1025420000  1062206307  1045804904  1045266708  1058757936  1063782808          88          24
    50000001        2000           0
  1062972560  1051327260  1061240119  1054432360  1059197715  1054640294  1058702680  1063247278  1065060121  1046356592
  1047879412  1043869852  1060420200  1050187722  1057952190  1058014034  1045918628  1051891774  1064943812  1037807080
  1059794235  1061964956  1060329417  1047929652  1026163712  1058660489  1053624682  1060703334  1039934544  1061229562
  1046240224  1060327252  1036757104  1064414979  1063025251  1064775079  1050709464  1064925112  1054850892  1061465527
  1057275657  1054697020  1057355996  1060507493  1061058209  1057455062  1056515526  1035174184  1064947005  1052992956
  1061017136  1058072604  1063354290  1048857440  1059277959  1053742692  1064661475  1054659904  1059236024  1057660578
  1057966007  1050214142  1056473534  1062333202  1042756936  1064397892  1060304646  1057833211  1047535504  1052621630
  1059022788  1058297736  1050694014  1059542351   996322304  1055481468  1058638384  1060673674  1063491813  1064815333
  1060543646  1063334897  1053297494  1056503346  1051618762  1043391132  1063950453  1034936776  1050476066  1062897379
  1057811825  1062651062  1039287992  1053075718  1061205594  1058766408  1054906474  1057891905          37          70
    90000001     9172452           0
  1024445392  1061663891  1057921377  1060939737  1032484688  1062858324  1031084048  1033868608  1041547024  1058079426
  1062062866  1064008243  1049924436  1049816130  1061842280  1057951760  1059333915  1061296201  1039199152  1060817501
  1047095952  1060828379  1062048916  1061274955  1062870129  1065225917  1064578171  1057144692  1062013028  1058925846
  1052289882  1035050120  1060911162  1058626674  1034596800  1033144736  1062075136  1051098338  1041571716  1062659256
  1060453974  1059203741  1065018589  1055010776  1061627102  1061254910  1029396368  1054093300  1059476630  1061591389
  1064206646  1060943106  1052542784  1055206720  1059164503  1056130066  1061271329  1055053922  1060753097  1048745836
  1045357072  1060527077  1049071186  1053387286  1042650068  1059763143  1060988544  1010766848  1065032078  1053104398
  1064303380  1061673860  1031204656  1057688993  1062546452  1060519357  1058350815  1049216472  1059868532  1053093170
  1059623059  1064537510  1042943864  1064278288  1060636154  1049635054  1057381912  1052213612  1060346193  1052244168
  1060791022  1053770886  1059220945  1048573368  1054861034  1061951564  1047786156  1045734164          62          95
